date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:05:10	343778/343778	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:10%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/h-kennzeichen/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/h-kennzeichen/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:10	185463/185463	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2009:12:30%20GMT	https://tuev-thueringen.de/media/e0/ef/43/1637658750/H-Kennzeichen_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/e0/ef/43/1637658750/H-Kennzeichen_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:11	45798/45798	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:16:43%20GMT	https://tuev-thueringen.de/media/e3/42/b6/1634811403/FOW_Oldtimer.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/e3/42/b6/1634811403/FOW_Oldtimer.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:11	181019/181019	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2009:29:26%20GMT	https://tuev-thueringen.de/media/0c/93/1c/1637659766/Oldtimer_Kategorisierung_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/0c/93/1c/1637659766/Oldtimer_Kategorisierung_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:11	351769/351769	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:11%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/oldtimer-kategorisierung/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/oldtimer-kategorisierung/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:12	171261/171261	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2009:22:18%20GMT	https://tuev-thueringen.de/media/5d/2b/ef/1637659338/Anbauten_Oldtimer_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/5d/2b/ef/1637659338/Anbauten_Oldtimer_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:12	73965/73965	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Mar%202023%2016:21:06%20GMT	https://tuev-thueringen.de/media/c4/e1/39/1679588466/termin-vereinbaren_AdSt_138831700_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/c4/e1/39/1679588466/termin-vereinbaren_AdSt_138831700_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:12	348615/348615	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:12%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/umbauten-anbauten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/umbauten-anbauten/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/)
09:05:13	622/622	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:05:13%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimergutachten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimergutachten/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/wertgutachten-zustandsberichte/)
09:05:14	14831/14831	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:14%20GMT	https://tuev-thueringen.de/widgets/menu/offcanvas?navigationId=b121b11e99284b218ee82ceffcfe8bb1	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/widgets/menu/offcanvas5193.html	(from https://tuev-thueringen.de/gebaeude-anlagen/maschinen-und-anlagen/ortsbewegliche-druckgeraete/)
09:05:14	349326/349326	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:14%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/gefahrguttransport/informationen-zum-gefahrgutrecht/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/gefahrguttransport/informationen-zum-gefahrgutrecht/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/gefahrguttransport/)
09:05:14	182659/182659	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:14:50%20GMT	https://tuev-thueringen.de/media/16/6a/a6/1634811290/FOW_Gefahrguttransport.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/16/6a/a6/1634811290/FOW_Gefahrguttransport.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/gefahrguttransport/)
09:05:15	242097/242097	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2015:03:37%20GMT	https://tuev-thueringen.de/media/f2/17/12/1634828617/FOW_ortsbeweglicheDruckger%c3%a4te.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/f2/17/12/1634828617/FOW_ortsbeweglicheDruckger%c3%a4te.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/maschinen-und-anlagen/ortsbewegliche-druckgeraete/)
09:05:16	25139/25139	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Nov%202021%2011:28:00%20GMT	https://tuev-thueringen.de/media/5d/1e/b8/1636716480/Pr%c3%bcfanlage_Kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/5d/1e/b8/1636716480/Pr%c3%bcfanlage_Kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/)
09:05:16	181661/181661	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2010:05:50%20GMT	https://tuev-thueringen.de/media/3f/27/c4/1637661950/Kfz-Dienstleistung_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/3f/27/c4/1637661950/Kfz-Dienstleistung_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/)
09:05:17	6935/6935	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:17%20GMT	https://tuev-thueringen.de/widgets/menu/offcanvas?navigationId=7547945dcf8a422c92ec2e962410442f	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/widgets/menu/offcanvas64f9.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/schadengutachten/)
09:05:18	194568/194568	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:20:16%20GMT	https://tuev-thueringen.de/media/5f/6c/15/1634811616/FOW_Unfallgutachten.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/5f/6c/15/1634811616/FOW_Unfallgutachten.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/schadengutachten/)
09:05:19	173329/173329	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:16:20%20GMT	https://tuev-thueringen.de/media/82/0d/4f/1634811380/FOW_MPUVorbereitung.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/82/0d/4f/1634811380/FOW_MPUVorbereitung.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/sofortgutachten/)
09:05:19	128334/128334	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2008:46:56%20GMT	https://tuev-thueringen.de/media/c1/58/90/1643359616/Icons_Sofortgutachten.png	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/c1/58/90/1643359616/Icons_Sofortgutachten.png	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/sofortgutachten/)
09:05:20	325010/325010	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Sep%202024%2011:52:47%20GMT	https://tuev-thueringen.de/%22//widgets//cms//82d2c3674ebf4cf1b3c1b88d89ad9069/%22	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/_/widgets/cms/82d2c3674ebf4cf1b3c1b88d89ad9069/_	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/gebrauchtwagen-zertifikat/)
09:05:21	87659/87659	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Dec%202023%2015:46:50%20GMT	https://tuev-thueringen.de/media/e3/93/41/1703173610/Youtube-Video-Play-Button.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/e3/93/41/1703173610/Youtube-Video-Play-Button.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/gebrauchtwagen-zertifikat/)
09:05:22	202639/202639	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jan%202022%2013:34:34%20GMT	https://tuev-thueringen.de/media/ce/40/e4/1643117674/Karrosserievermessung.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/ce/40/e4/1643117674/Karrosserievermessung.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/karosserievermessung/)
09:05:23	170976/170976	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jan%202022%2010:30:57%20GMT	https://tuev-thueringen.de/media/47/e5/1b/1643279457/Gebrauchtwagenmanagement.JPG	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/47/e5/1b/1643279457/Gebrauchtwagenmanagement.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/gebrauchtwagenmanagement/)
09:05:23	3464/3464	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:24%20GMT	https://tuev-thueringen.de/widgets/menu/offcanvas?navigationId=02acbd2fd35e4073bd1af9e11dc75836	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/widgets/menu/offcanvasa7a9.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/oldtimergutachten/)
09:05:24	211961/211961	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:17:01%20GMT	https://tuev-thueringen.de/media/c5/22/57/1634811421/FOW_Oldtimergutachten.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/c5/22/57/1634811421/FOW_Oldtimergutachten.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/oldtimergutachten/)
09:05:24	32110/32110	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Nov%202021%2010:22:56%20GMT	https://tuev-thueringen.de/media/bd/a5/9b/1636712576/E-Werkstatt_Kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/bd/a5/9b/1636712576/E-Werkstatt_Kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:25	162589/162589	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2015:03:46%20GMT	https://tuev-thueringen.de/media/9e/f3/2f/1635951826/MAAS-BGW_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/9e/f3/2f/1635951826/MAAS-BGW_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:25	162792/162792	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:53:16%20GMT	https://tuev-thueringen.de/media/36/58/30/1635951196/Arbeitssicherheit_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/36/58/30/1635951196/Arbeitssicherheit_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:26	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:05:26%20GMT	https://tuev-thueringen.de/Mobilitaet-Verkehr/Service-fuer-Autohaeuser-Werkstaetten/Arbeitssicherheit/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/Mobilitaet-Verkehr/Service-fuer-Autohaeuser-Werkstaetten/Arbeitssicherheit/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:27	336140/336140	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:27%20GMT	https://tuev-thueringen.de/Mobilitaet-Verkehr/Service-fuer-Autohaeuser-Werkstaetten/Betreiberpflichten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/Mobilitaet-Verkehr/Service-fuer-Autohaeuser-Werkstaetten/Betreiberpflichten/index-2.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:30	690528/690528	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2014:05:30%20GMT	https://tuev-thueringen.de/media/cc/32/02/1715868330/Thueringen_Region-Mitte_small-center.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/cc/32/02/1715868330/Thueringen_Region-Mitte_small-center.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:30	689347/689347	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2014:05:30%20GMT	https://tuev-thueringen.de/media/d2/f5/75/1715868330/Thueringen_Region-Sued_small-center.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/d2/f5/75/1715868330/Thueringen_Region-Sued_small-center.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:30	494/494	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:05:28%20GMT	https://tuev-thueringen.de/Arbeit-Gesundheit/Messgeraete-kalibrieren/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/Arbeit-Gesundheit/Messgeraete-kalibrieren/index-2.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:30	486/486	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:05:31%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/gebaeudetechnik/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/gebaeudetechnik/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:31	5468/5468	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:31%20GMT	https://tuev-thueringen.de/widgets/menu/offcanvas?navigationId=13401d5a48184e78968e7fbfeb055237	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/widgets/menu/offcanvase8cd.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/e-werkstatt/)
09:05:33	107188/107188	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Oct%202021%2013:40:07%20GMT	https://tuev-thueringen.de/media/05/e6/f3/1634650807/Flyer_E-Werkstatt_neu.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/05/e6/f3/1634650807/Flyer_E-Werkstatt_neu.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/e-werkstatt/)
09:05:33	688479/688479	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2014:05:30%20GMT	https://tuev-thueringen.de/media/f3/6a/49/1715868330/Thueringen_Region-Ost_small-center.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/f3/6a/49/1715868330/Thueringen_Region-Ost_small-center.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/)
09:05:34	357495/357495	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:34%20GMT	https://tuev-thueringen.de/umwelt-nachhaltigkeit/managementsysteme/qualitaetssiegel/zertifizierte-e-werkstatt/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/umwelt-nachhaltigkeit/managementsysteme/qualitaetssiegel/zertifizierte-e-werkstatt/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/e-werkstatt/)
09:05:34	13169/13169	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:35%20GMT	https://tuev-thueringen.de/widgets/menu/offcanvas?navigationId=ab51906c74af4fe1ac7153d1a22cb705	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/widgets/menu/offcanvas6e4f.html	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:35	25726/25726	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Nov%202021%2011:53:15%20GMT	https://tuev-thueringen.de/media/4b/7a/13/1635767595/Facility_Kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/4b/7a/13/1635767595/Facility_Kachel.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:35	91903/91903	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2011:09:59%20GMT	https://tuev-thueringen.de/media/dc/df/2c/1644577798/FOW_Geb%c3%a4udetechnik-2.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/dc/df/2c/1644577798/FOW_Geb%c3%a4udetechnik-2.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:36	29999/29999	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2010:21:41%20GMT	https://tuev-thueringen.de/media/66/30/14/1644574901/Elektroanlagen_VDS.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/66/30/14/1644574901/Elektroanlagen_VDS.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:36	33903/33903	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jan%202022%2014:16:20%20GMT	https://tuev-thueringen.de/media/94/62/90/1642688180/Kachel_BetrSichV.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/94/62/90/1642688180/Kachel_BetrSichV.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:36	33450/33450	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jan%202022%2013:12:00%20GMT	https://tuev-thueringen.de/media/59/0b/38/1641215520/Kachel-Thermografie_01.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/59/0b/38/1641215520/Kachel-Thermografie_01.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:37	15310/15310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2010:31:13%20GMT	https://tuev-thueringen.de/media/44/73/8d/1644575473/Brandmeldeanlagen.JPG.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/44/73/8d/1644575473/Brandmeldeanlagen.JPG.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:38	41332/41332	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202023%2013:24:57%20GMT	https://tuev-thueringen.de/media/3c/a5/90/1689600297/blitzschutzanlagen_AdSt_392710494_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/3c/a5/90/1689600297/blitzschutzanlagen_AdSt_392710494_kachel.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:38	126837/126837	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2015:39:35%20GMT	https://tuev-thueringen.de/media/bc/0a/30/1637768375/Klimaanlagen_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/bc/0a/30/1637768375/Klimaanlagen_kachel.jpg	(from https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/)
09:05:40	1630274/1630274	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Feb%202023%2014:40:10%20GMT	https://tuev-thueringen.de/media/d0/1b/57/1676904010/230223_E-werkstatt.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/d0/1b/57/1676904010/230223_E-werkstatt.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/e-werkstatt/)
09:05:40	1471720/1471720	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Feb%202023%2014:42:40%20GMT	https://tuev-thueringen.de/media/4c/fb/55/1676904160/Neuzulassungen_Q3-20_bis_Q4-22.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/4c/fb/55/1676904160/Neuzulassungen_Q3-20_bis_Q4-22.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/e-werkstatt/)
09:05:40	36136/36136	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Feb%202022%2013:43:25%20GMT	https://tuev-thueringen.de/media/4d/8c/2c/1644414205/Abscheideranlagekachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/4d/8c/2c/1644414205/Abscheideranlagekachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/betreiberpflichten/)
09:05:41	350047/350047	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:41%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/betreiberpflichten/arbeitssicherheit/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/betreiberpflichten/arbeitssicherheit/index.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/betreiberpflichten/)
09:05:41	147714/147714	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Nov%202021%2010:23:28%20GMT	https://tuev-thueringen.de/media/17/3b/d6/1637663008/Kalibrierung-Messger%c3%a4te_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/17/3b/d6/1637663008/Kalibrierung-Messger%c3%a4te_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/betreiberpflichten/)
09:05:41	20511/20511	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2010:48:46%20GMT	https://tuev-thueringen.de/media/3b/46/9f/1643366926/BOKraft.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/3b/46/9f/1643366926/BOKraft.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/)
09:05:41	14011/14011	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2010:40:53%20GMT	https://tuev-thueringen.de/media/d7/a9/cb/1643366453/Krankentransfer.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/d7/a9/cb/1643366453/Krankentransfer.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/)
09:05:41	245541/245541	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:18:44%20GMT	https://tuev-thueringen.de/media/69/7e/3a/1634811523/FOW_Fuhrpark.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/69/7e/3a/1634811523/FOW_Fuhrpark.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/)
09:05:43	25952/25952	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2010:49:05%20GMT	https://tuev-thueringen.de/media/d0/58/00/1643366945/Busbetrieb.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/d0/58/00/1643366945/Busbetrieb.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/)
09:05:43	153476/153476	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Nov%202021%2016:52:28%20GMT	https://tuev-thueringen.de/media/9b/2c/ab/1637599948/Taxi_kachel.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/9b/2c/ab/1637599948/Taxi_kachel.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/)
09:05:43	6344/6344	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:05:44%20GMT	https://tuev-thueringen.de/widgets/menu/offcanvas?navigationId=5c6c87ee40fd48bcb8a3b289bcf28045	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/widgets/menu/offcanvas5a0f.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/ladungssicherheit/)
09:05:44	213744/213744	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:15:46%20GMT	https://tuev-thueringen.de/media/45/db/30/1634811346/FOW_Ladungssicherung.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/45/db/30/1634811346/FOW_Ladungssicherung.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/ladungssicherheit/)
09:05:44	574/574	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:05:45%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/fahreignung-tauglichkeit/eignungsuntersuchung-fuer-berufskraftfahrer/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/fahreignung-tauglichkeit/eignungsuntersuchung-fuer-berufskraftfahrer/index-2.html	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/sicherer-kranken-und-behindertentransfer/)
09:05:45	164080/164080	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2010:19:58%20GMT	https://tuev-thueringen.de/media/56/85/91/1634811598/FOW_Krankentransport.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/56/85/91/1634811598/FOW_Krankentransport.jpg	(from https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/sicherer-kranken-und-behindertentransfer/)
